ANNEE,MOIS,NUM COMMANDE,CANAL,CENTRAL,ENSEIGNE,REFERENCE,DESIGNATION,SECTEUR,MARQUE,FAMILLE,SOUS-FAMILLE,PRODUIT,QUANTITE,PRIX,CA VENTE,PRIX ACHAT,CA ACHAT,MARGE
2023,1,S012300297,GMS,GALEC,GALEC PFE,49915,PECHE POIRE ANANAS SSA 12x4/4 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,6,"24,9018","149,4108","1,948","11,688","137,7228"
2023,1,S012300297,GMS,GALEC,GALEC PFE,49919,PECHE ANANAS KIWI SSA 12x1/2 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,12,"15,2833","183,3996","1,156","13,872","169,5276"
2023,1,S012300297,GMS,GALEC,GALEC PFE,49916,PECHE POIRE ANANAS SSA 12x1/2 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,14,"14,2296","199,2144","1,002","14,028","185,1864"
2023,1,S012300297,GMS,GALEC,GALEC PFE,49918,PECHE ANANAS KIWI SSA 12x4/4 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,8,"27,4913","219,9304","2,097","16,776","203,1544"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,20899,CUBES DE PECHE   3X5/1   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,55,"39,9947","2199,7085","7,957","437,635","1762,0735"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,38821,PUREE POM-PRUNEAU SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PRUNEAU,9,"33,7945","304,1505","17,766","159,894","144,2565"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"54,2296","4880,664","31,539","2838,51","2042,154"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,46613,COCKTAIL 4FR  SL GF 3X5/1 St.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,33,"35,7598","1180,0734","8,39","276,87","903,2034"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,45144,CPTE.AL.MX POMME 3X5/1B ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,POMME,11,"35,7734","393,5074","8,566","94,226","299,2814"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,36704,POIRE ENTIERE 3X5/1 ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,11,"46,0747","506,8217","7,688","84,568","422,2537"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,47701,EDF PECHE SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"51,6882","4651,938","31,881","2869,29","1782,648"
2023,1,S012300316,RHF,POMONA,EPISAVEURS,40511,PUREE POMME BIO 1X120XCC FR-BIO-01 ST.MA,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME,30,"48,4635","1453,905","25,367","761,01","692,895"
2023,1,S012300297,GMS,GALEC,GALEC PFE,49008,POIR BIO 12X4/4 STMA FR-BIO-01 FRANCE EQ,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,2,"33,4152","66,8304","1,989","3,978","62,8524"
2023,1,S012300302,GMS,ITM,ITM BASES,50559,PECHE SL SACCH 12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,72,"21,2741","1531,7352","1,662","119,664","1412,0712"
2023,1,S012300302,GMS,ITM,ITM BASES,50560,POIRE SL SACCH  12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,144,"24,857","3579,408","1,608","231,552","3347,856"
2023,1,S012300302,GMS,ITM,ITM BASES,48435,RECOLT DU VERGER SL SACCH ARO 8X3X1/4 SM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,RECOLTE DU VERGER,18,"16,3759","294,7662","1,763","31,734","263,0322"
2023,1,S012300302,GMS,ITM,ITM BASES,46979,LYCHEES B14-17° 12X3/4 OF ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,LITCHI,36,"22,5589","812,1204","1,491","53,676","758,4444"
2023,1,S012300302,GMS,ITM,ITM BASES,48436,FRAICHEUR ILES SL SACCH ARO 8X3X1/4 SM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,FRAICHEUR DES ILES,48,"16,251","780,048","1,956","93,888","686,16"
2023,1,S012300302,GMS,ITM,ITM BASES,47820,COCKT 4F SL SACCH ARO G3 8X3X1/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,18,"16,6361","299,4498","1,771","31,878","267,5718"
2023,1,S012300302,GMS,ITM,ITM BASES,48441,FRAISE B14-17° 100% SACC NEG 12X1/2 STM,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,ROUGES,FRAISE,24,"13,5244","324,5856","0,874","20,976","303,6096"
2023,1,S012300303,RHF,POMONA,EPISAVEURS,37177,POIRE  DEMIE 3X5/1 SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,FEM MONOFRUITS,VERGER,POIRE,55,"19,65","1080,75","7,587","417,285","663,465"
2023,1,S012300297,GMS,GALEC,GALEC PFE,52158,PECHE SL SAC 12X1/2  STMA DPNG MED,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,56,"11,5487","646,7272","0,732","40,992","605,7352"
2023,1,S012300302,GMS,ITM,ITM BASES,30254,MANGUES 12X1/2OF  ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,MANGUE,36,"12,198","439,128","1,035","37,26","401,868"
2023,1,S012300302,GMS,ITM,ITM BASES,51029,CERISE B14-17 SAC ARO 12X1/2 STMAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,ROUGES,CERISE,24,"19,2641","462,3384","0,924","22,176","440,1624"
2023,1,S012300302,GMS,ITM,ITM BASES,42985,ABRICOT SL 12X4/4OF   ST.MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,ABRICOT,36,"24,7942","892,5912","1,627","58,572","834,0192"
2023,1,S012300302,GMS,ITM,ITM BASES,48443,FRAMBOISE SIR SACCH 12X1/2 ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,ROUGES,FRAMBOISE,12,"18,2892","219,4704","1,233","14,796","204,6744"
2023,1,S012300302,GMS,ITM,ITM BASES,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,36,"12,3186","443,4696","1,497","53,892","389,5776"
2023,1,S012300302,GMS,ITM,ITM BASES,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,72,"12,3186","886,9392","1,412","101,664","785,2752"
2023,1,S012300302,GMS,ITM,ITM BASES,43986,MON ANANAS MANDARINE 6X4XC120G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,54,"12,3186","665,2044","1,738","93,852","571,3524"
2023,1,S012300302,GMS,ITM,ITM BASES,47818,COCKT 4F SL SACCH ARO G3 12X1/2 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,36,"15,9132","572,8752","0,938","33,768","539,1072"
2023,1,S012300297,GMS,GALEC,GALEC PFE,46344,PUR POMME FR 12X4/4  C'EST QUI LE PATRON,St Mamet – Produits spécifique,CQLP,COMPOTES,BOITE,POMME,20,"11,952","239,04","1,003","20,06","218,98"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,135,"44,2018","5967,243","31,539","4257,765","1709,478"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,46613,COCKTAIL 4FR  SL GF 3X5/1 St.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,55,"26,0313","1431,7215","8,39","461,45","970,2715"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,36908,CPTE ALL. ASSORT 120XFS  ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,ASSORTI,90,"28,3253","2549,277","19,596","1763,64","785,637"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,47924,PUREE POMME FRANCE SSA 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME,90,"25,0665","2255,985","16,865","1517,85","738,135"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,38814,PUREE POM-PEC SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PECHE,45,"29,7476","1338,642","17,193","773,685","564,957"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,38818,PUREE POM-COING SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME COING,45,"30,8676","1389,042","17,29","778,05","610,992"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,38821,PUREE POM-PRUNEAU SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PRUNEAU,45,"30,8963","1390,3335","17,766","799,47","590,8635"
2023,1,S012300294,RHF,PRO A PRO,PRO A PRO,40516,PUREE PO/BAN BIO 1X120XCC FR-BIO-01 SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME BANANE,50,"39,9251","1996,255","30,789","1539,45","456,805"
2023,1,S012300297,GMS,GALEC,GALEC PFE,46343,PUR POMME FR12XFS*4  C'EST QUI LE PATRON,St Mamet – Produits spécifique,CQLP,COMPOTES,POTS PLASTIQUE,POMME,44,"6,012","264,528","0,477","20,988","243,54"
2023,1,S012300297,GMS,GALEC,GALEC PFE,43720,MON ANANAS COCO 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,8,"11,4337","91,4696","1,639","13,112","78,3576"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,45034,PAT.A TARTI SS HUIL PALM 120XQ15G STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,120,"13,089","1570,68","7,592","911,04","659,64"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"45,1621","4064,589","31,539","2838,51","1226,079"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,47698,EDF ILES SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"49,2015","4428,135","34,869","3138,21","1289,925"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,47814,COCKT 4F SL SACCH ARO G1 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,18,"34,084","613,512","1,811","32,598","580,914"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,37375,CONF.ASSORT  150XQ25G  ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,900,"7,8586","7072,74","7,638","6874,2","198,54"
2023,1,S012300298,RHF,PRO A PRO,PRO A PRO,47924,PUREE POMME FRANCE SSA 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME,9,"25,6112","230,5008","16,865","151,785","78,7158"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,31344,CONF.ASSO.120XQ30 ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,150,"8,6735","1301,025","7,064","1059,6","241,425"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,52427,POIRES B14-17 SACC 12X4/4OF NO NAME,St Mamet – Produits spécifique,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,144,"18,216","2623,104","1,608","231,552","2391,552"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,49795,ANANAS MORCEAUX JUS 6XA10 STMA,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,40,"45,8177","1832,708","6,288","251,52","1581,188"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,37502,ECRASE ANANAS   6XA10   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,ANANAS,15,"63,9383","959,0745","4,841","72,615","886,4595"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,51923,TRANCHES POMME DPNG IT 3X5/1 ST MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POMME,50,"21,4413","1072,065","4,857","242,85","829,215"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,36704,POIRE ENTIERE 3X5/1 ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,55,"39,9394","2196,667","7,688","422,84","1773,827"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,46902,COUPE VERGER DPNG 3X5/1 ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM SALADES DE FRUITS,VARIETE,AUTRES,10,"33,4887","334,887","8,403","84,03","250,857"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,42033,BERLINGO POM/FRA 1x48xBK100G STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,SNACKING,POMME,12,"12,6791","152,1492","6,435","77,22","74,9292"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,45034,PAT.A TARTI SS HUIL PALM 120XQ15G STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,360,"12,8108","4611,888","7,592","2733,12","1878,768"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,45069,CPTE ALL.POIRE BIO 3X5/1B STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,POIRE,11,"43,5211","478,7321","10,682","117,502","361,2301"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,45070,CPTE ALL.POM  BIO  3X5/1B STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,POMME,22,"36,4618","802,1596","7,816","171,952","630,2076"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,45,"44,2018","1989,081","31,539","1419,255","569,826"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,47698,EDF ILES SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,45,"48,1555","2166,9975","34,869","1569,105","597,8925"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,37375,CONF.ASSORT  150XQ25G  ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,300,"7,6921","2307,63","7,638","2291,4","16,23"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,36908,CPTE ALL. ASSORT 120XFS  ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,ASSORTI,45,"28,3253","1274,6385","19,596","881,82","392,8185"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,47924,PUREE POMME FRANCE SSA 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME,90,"25,0665","2255,985","16,865","1517,85","738,135"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,47707,SPECIALITE POM-FRAI SSA 120XFS ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME FRAISE,18,"30,6621","551,9178","17,789","320,202","231,7158"
2023,1,S012300299,RHF,PRO A PRO,PRO A PRO,38821,PUREE POM-PRUNEAU SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PRUNEAU,21,"30,8963","648,8223","17,766","373,086","275,7363"
2023,1,S012300300,RHF,METRO RFH,METRO,51923,TRANCHES POMME DPNG IT 3X5/1 ST MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POMME,10,"21,0821","210,821","4,857","48,57","162,251"
2023,1,S012300300,RHF,METRO RFH,METRO,22135,CUBES DE POIRE 3X5/1   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,55,"35,4712","1950,916","7,765","427,075","1523,841"
2023,1,S012300300,RHF,METRO RFH,METRO,43990,POIRE SL 3X5/1 ST.MAMET France,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,110,"25,9874","2858,614","7,768","854,48","2004,134"
2023,1,S012300300,RHF,METRO RFH,METRO,48410,POIRE SL SACCH 6X4/4 ST MAMET RHF S/F,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,144,"13,7451","1979,2944","1,656","238,464","1740,8304"
2023,1,S012300301,GMS,SYS.U FRANCE,SYSTEME U S.,47819,COCKT 4F SL SACCH ARO G1 8X3X1/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,126,"20,3312","2561,7312","1,719","216,594","2345,1372"
2023,1,S012300301,GMS,SYS.U FRANCE,SYSTEME U S.,46979,LYCHEES B14-17° 12X3/4 OF ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,LITCHI,99,"27,0341","2676,3759","1,491","147,609","2528,7669"
2023,1,S012300301,GMS,SYS.U FRANCE,SYSTEME U S.,49064,GRAND ANANAS MX JUS 12X3/4OF ST.MAM.G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,198,"17,7304","3510,6192","1,229","243,342","3267,2772"
2023,1,S012300301,GMS,SYS.U FRANCE,SYSTEME U S.,49076,GRAND ANANAS TR JUS 12X3/4OF ST.MA G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,99,"17,7304","1755,3096","1,219","120,681","1634,6286"
2023,1,S012300301,GMS,SYS.U FRANCE,SYSTEME U S.,47814,COCKT 4F SL SACCH ARO G1 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,72,"29,6976","2138,2272","1,811","130,392","2007,8352"
2023,1,S012300303,RHF,POMONA,EPISAVEURS,51354,COCK 4FR 3X5/1 St.MAMET E,Autres Marques propres,SAVEUR RESTO,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,55,"22,5","1237,5","8,316","457,38","780,12"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,40482,PUREE ASSORT SSA 1X120XCC ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,ASSORTI,5,"36,8536","184,268","22,432","112,16","72,108"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"54,2296","4880,664","31,539","2838,51","2042,154"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,47923,CPTE. ALL. POMME FRANCE 120XFS  STMA,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME,45,"28,9421","1302,3945","20,632","928,44","373,9545"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,46613,COCKTAIL 4FR  SL GF 3X5/1 St.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,165,"35,7598","5900,367","8,39","1384,35","4516,017"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,43990,POIRE SL 3X5/1 ST.MAMET France,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,165,"37,7872","6234,888","7,768","1281,72","4953,168"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,36899,CPTE POIRE  ALL 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POIRE,135,"37,7593","5097,5055","20,518","2769,93","2327,5755"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,31316,SEG. PAMPLEM. SL 6XA10  ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,AGRUMES,PAMPLEMOUSSE,5,"52,6399","263,1995","4,368","21,84","241,3595"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,48577,FRAICHEUR DES ILES  ARO 3X3/1 ST MA,Marque St Mamet Gros Condition,ST MAMET,FEM SALADES DE FRUITS,VARIETE,FRAICHEUR DES ILES,2,"33,6128","67,2256","5,972","11,944","55,2816"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,45034,PAT.A TARTI SS HUIL PALM 120XQ15G STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,120,"13,9481","1673,772","7,592","911,04","762,732"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,45070,CPTE ALL.POM  BIO  3X5/1B STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,POMME,110,"44,9155","4940,705","7,816","859,76","4080,945"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,45069,CPTE ALL.POIRE BIO 3X5/1B STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,POIRE,11,"51,1261","562,3871","10,682","117,502","444,8851"
2023,1,S012300304,RHF,POMONA,EPISAVEURS,51923,TRANCHES POMME DPNG IT 3X5/1 ST MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POMME,10,"27,5013","275,013","4,857","48,57","226,443"
2023,1,S012300305,RHF,FRANCE CONFISERIE,FRANCE CONFISERIE,37375,CONF.ASSORT  150XQ25G  ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,150,"11,5881","1738,215","7,638","1145,7","592,515"
2023,1,S012300306,GMS,GALEC,GALEC PFE,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,153,"11,822","1808,766","1,497","229,041","1579,725"
2023,1,S012300306,GMS,GALEC,GALEC PFE,49353,FTG VERGER B14-17 SAC AR STM 2x6x3x135g,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,FRUIT TO GO,MELANGE DE FRUITS,126,"20,756","2615,256","1,542","194,292","2420,964"
2023,1,S012300306,GMS,GALEC,GALEC PFE,48443,FRAMBOISE SIR SACCH 12X1/2 ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,ROUGES,FRAMBOISE,120,"19,6452","2357,424","1,233","147,96","2209,464"
2023,1,S012300306,GMS,GALEC,GALEC PFE,48436,FRAICHEUR ILES SL SACCH ARO 8X3X1/4 SM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,FRAICHEUR DES ILES,126,"15,8715","1999,809","1,956","246,456","1753,353"
2023,1,S012300307,GMS,PROVERA,MATCH,50560,POIRE SL SACCH  12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,99,"29,5048","2920,9752","1,608","159,192","2761,7832"
2023,1,S012300307,GMS,PROVERA,MATCH,47813,COCKT 4F SL SACCH ARO G3 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,141,"30,0969","4243,6629","1,794","252,954","3990,7089"
2023,1,S012300308,GMS,PROVERA,MATCH,50560,POIRE SL SACCH  12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,95,"29,5048","2802,956","1,608","152,76","2650,196"
2023,1,S012300308,GMS,PROVERA,MATCH,47813,COCKT 4F SL SACCH ARO G3 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,125,"30,0969","3762,1125","1,794","224,25","3537,8625"
2023,1,S012300309,GMS,SYS.U FRANCE,SYSTEME U S.,46979,LYCHEES B14-17° 12X3/4 OF ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,LITCHI,135,"26,4569","3571,6815","1,491","201,285","3370,3965"
2023,1,S012300309,GMS,SYS.U FRANCE,SYSTEME U S.,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,45,"15,0282","676,269","1,412","63,54","612,729"
2023,1,S012300309,GMS,SYS.U FRANCE,SYSTEME U S.,49008,POIR BIO 12X4/4 STMA FR-BIO-01 FRANCE EQ,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,36,"34,08","1226,88","1,989","71,604","1155,276"
2023,1,S012300309,GMS,SYS.U FRANCE,SYSTEME U S.,49064,GRAND ANANAS MX JUS 12X3/4OF ST.MAM.G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,126,"17,4066","2193,2316","1,229","154,854","2038,3776"
2023,1,S012300309,GMS,SYS.U FRANCE,SYSTEME U S.,49076,GRAND ANANAS TR JUS 12X3/4OF ST.MA G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,234,"17,4066","4073,1444","1,219","285,246","3787,8984"
