ANNEE,MOIS,NUM COMMANDE,CANAL,CENTRAL,ENSEIGNE,REFERENCE,DESIGNATION,SECTEUR,MARQUE,FAMILLE,SOUS-FAMILLE,PRODUIT,QUANTITE,PRIX,CA VENTE,PRIX ACHAT,CA ACHAT,MARGE
2023,4,S012302042,GMS,GALEC,GALEC PFE,51949,ANANAS BIO B14 12X1/2 PEROU SM FR-BIO-01,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,24,"18,8703","452,8872","1,818","43,632","409,2552"
2023,4,S012302042,GMS,GALEC,GALEC PFE,47814,COCKT 4F SL SACCH ARO G1 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,72,"25,5364","1838,6208","1,811","130,392","1708,2288"
2023,4,S012302042,GMS,GALEC,GALEC PFE,50559,PECHE SL SACCH 12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,72,"20,7734","1495,6848","1,662","119,664","1376,0208"
2023,4,S012302042,GMS,GALEC,GALEC PFE,50554,POIRE SL SACCH  12X1/2 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,144,"14,3417","2065,2048","0,819","117,936","1947,2688"
2023,4,S012302042,GMS,GALEC,GALEC PFE,47819,COCKT 4F SL SACCH ARO G1 8X3X1/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,126,"16,575","2088,45","1,719","216,594","1871,856"
2023,4,S012302046,GMS,GALEC,GALEC PFE,49475,BOX 1/4 CUPS SSA ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,32,"186,7503","5976,0096","175,724","5623,168","352,841600000001"
2023,4,S012302046,GMS,GALEC,GALEC PFE,43986,MON ANANAS MANDARINE 6X4XC120G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,306,"11,4337","3498,7122","1,738","531,828","2966,8842"
2023,4,S012302046,GMS,GALEC,GALEC PFE,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,306,"11,4337","3498,7122","1,412","432,072","3066,6402"
2023,4,S012302046,GMS,GALEC,GALEC PFE,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,171,"11,4337","1955,1627","1,412","241,452","1713,7107"
2023,4,S012302046,GMS,GALEC,GALEC PFE,43720,MON ANANAS COCO 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,189,"11,4337","2160,9693","1,639","309,771","1851,1983"
2023,4,S012302046,GMS,GALEC,GALEC PFE,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,189,"11,4337","2160,9693","1,497","282,933","1878,0363"
2023,4,S012302047,GMS,GALEC,GALEC PFE,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,216,"11,4337","2469,6792","1,497","323,352","2146,3272"
2023,4,S012302047,GMS,GALEC,GALEC PFE,49475,BOX 1/4 CUPS SSA ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,32,"186,7503","5976,0096","175,724","5623,168","352,841600000001"
2023,4,S012302047,GMS,GALEC,GALEC PFE,43986,MON ANANAS MANDARINE 6X4XC120G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,252,"11,4337","2881,2924","1,738","437,976","2443,3164"
2023,4,S012302047,GMS,GALEC,GALEC PFE,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,306,"11,4337","3498,7122","1,412","432,072","3066,6402"
2023,4,S012302047,GMS,GALEC,GALEC PFE,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,180,"11,4337","2058,066","1,412","254,16","1803,906"
2023,4,S012302047,GMS,GALEC,GALEC PFE,43720,MON ANANAS COCO 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,180,"11,4337","2058,066","1,639","295,02","1763,046"
2023,4,S012302048,EXPORT,LUXEMBOURG,CACTUS,49076,GRAND ANANAS TR JUS 12X3/4OF ST.MA G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,6,"16,3691","98,2146","1,219","7,314","90,9006"
2023,4,S012302048,EXPORT,LUXEMBOURG,CACTUS,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,9,"11,7936","106,1424","1,497","13,473","92,6694"
2023,4,S012302049,EXPORT,LUXEMBOURG,CACTUS,30254,MANGUES 12X1/2OF  ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,MANGUE,24,"12,7327","305,5848","1,035","24,84","280,7448"
2023,4,S012302049,EXPORT,LUXEMBOURG,CACTUS,42985,ABRICOT SL 12X4/4OF   ST.MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,ABRICOT,18,"24,6792","444,2256","1,627","29,286","414,9396"
2023,4,S012302050,GMS,E.M.C.,CASINO,29136,ABRICOT B14-17° 12X1/2OF ST.MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,ABRICOT,24,"14,9829","359,5896","0,968","23,232","336,3576"
2023,4,S012302050,GMS,E.M.C.,CASINO,50554,POIRE SL SACCH  12X1/2 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,24,"17,1993","412,7832","0,819","19,656","393,1272"
2023,4,S012302050,GMS,E.M.C.,CASINO,48436,FRAICHEUR ILES SL SACCH ARO 8X3X1/4 SM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,FRAICHEUR DES ILES,24,"18,9724","455,3376","1,956","46,944","408,3936"
2023,4,S012302050,GMS,E.M.C.,CASINO,30254,MANGUES 12X1/2OF  ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,MANGUE,12,"13,7209","164,6508","1,035","12,42","152,2308"
2023,4,S012302050,GMS,E.M.C.,CASINO,49916,PECHE POIRE ANANAS SSA 12x1/2 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,24,"16,6673","400,0152","1,002","24,048","375,9672"
2023,4,S012302050,GMS,E.M.C.,CASINO,51986,PEC POIRE ANA COCO 12x4/4 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL COCO,6,"29,9657","179,7942","2,102","12,612","167,1822"
2023,4,S012302050,GMS,E.M.C.,CASINO,46979,LYCHEES B14-17° 12X3/4 OF ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,LITCHI,18,"25,4339","457,8102","1,491","26,838","430,9722"
2023,4,S012302050,GMS,E.M.C.,CASINO,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,18,"11,7469","211,4442","1,412","25,416","186,0282"
2023,4,S012302051,GMS,SYS.U FRANCE,SYSTEME U S.,30254,MANGUES 12X1/2OF  ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,MANGUE,144,"15,4495","2224,728","1,035","149,04","2075,688"
2023,4,S012301736,SOLDEURS,INDEPENDANTS,RHF,40482,PUREE ASSORT SSA 1X120XCC ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,ASSORTI,350,"22,4",7840,"22,432","7851,2","-11,2000000000007"
2023,4,S012301737,RHF,INDEPENDANTS,GRANDS COMPTES,42032,BERLINGO POM 1x48xBK100G STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,SNACKING,POMME,70,"9,0243","631,701","5,369","375,83","255,871"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,43990,POIRE SL 3X5/1 ST.MAMET France,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,55,"26,1607","1438,8385","7,768","427,24","1011,5985"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,22135,CUBES DE POIRE 3X5/1   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,55,"33,642","1850,31","7,765","427,075","1423,235"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,50559,PECHE SL SACCH 12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,12,"30,595","367,14","1,662","19,944","347,196"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,37502,ECRASE ANANAS   6XA10   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,BOITE,ANANAS,10,"52,9386","529,386","4,841","48,41","480,976"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,47921,CPTE. ALL. POMME FRANCE 120XC100  STMA,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME,50,"24,6012","1230,06","23,821","1191,05","39,0099999999998"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,48462,SPEC POM-FRAMB SSA 1x120xCC ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME FRAMBOISE,150,"35,1271","5269,065","22,863","3429,45","1839,615"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,42032,BERLINGO POM 1x48xBK100G STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,SNACKING,POMME,90,"10,5267","947,403","5,369","483,21","464,193"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,45034,PAT.A TARTI SS HUIL PALM 120XQ15G STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,360,"12,6455","4552,38","7,592","2733,12","1819,26"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,47703,EDF VERGER SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,90,"40,3145","3628,305","31,539","2838,51","789,795"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,47698,EDF ILES SL SACCH 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,45,"44,035","1981,575","34,869","1569,105","412,47"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,37375,CONF.ASSORT  150XQ25G  ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,300,"7,5929","2277,87","7,638","2291,4","-13,5300000000002"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,36908,CPTE ALL. ASSORT 120XFS  ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,ASSORTI,135,"27,9622","3774,897","19,596","2645,46","1129,437"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,45290,POIRES SACC BIO 3X5/1 STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,7,"33,7921","236,5447","7,84","54,88","181,6647"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,49186,PAT A TARTI SS HUIL PALM POTS 6X1KG STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,16,"41,5473","664,7568","3,286","52,576","612,1808"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,48463,SPEC POM-FRAMB ALL 120xFS ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME FRAMBOISE,45,"30,7784","1385,028","19,819","891,855","493,173"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,47707,SPECIALITE POM-FRAI SSA 120XFS ST MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME FRAISE,45,"30,2687","1362,0915","17,789","800,505","561,5865"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,38814,PUREE POM-PEC SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PECHE,45,"29,3659","1321,4655","17,193","773,685","547,7805"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,52461,PAT.A TARTI SS HUIL PALM 120XQ15G SAVEUR,Autres Marques propres,SAVEUR RESTO,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,360,"8,52","3067,2","7,592","2733,12","334,08"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,31353,CONF.ABRIC 120XQ30G ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,JAUNE,30,"8,6087","258,261","6,964","208,92","49,341"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,31342,CONF.FRAISE 120XQ30G  ST.MAMET 150CFZ,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ROUGE,30,"8,7556","262,668","7,414","222,42","40,248"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,31340,GEL.GROSEI 120XQ30G   ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ROUGE,30,"10,6048","318,144","5,976","179,28","138,864"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,31344,CONF.ASSO.120XQ30 ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,300,"8,8617","2658,51","7,064","2119,2","539,31"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,42032,BERLINGO POM 1x48xBK100G STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,SNACKING,POMME,90,"10,8954","980,586","5,369","483,21","497,376"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,45034,PAT.A TARTI SS HUIL PALM 120XQ15G STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,20,"13,089","261,78","7,592","151,84","109,94"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,46628,EDF POIRE  BIO 120XFS STMA FR-BIO-01,Marque St Mamet Gros Condition,ST MAMET,FEM PRÊTS A CONSOMMER,ENVIE DE FRUITS,MELANGE DE FRUITS,4,"54,2693","217,0772","38,686","154,744","62,3332"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,38818,PUREE POM-COING SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME COING,90,"30,4713","2742,417","17,29","1556,1","1186,317"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,37375,CONF.ASSORT  150XQ25G  ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ASSORTI,450,"7,8586","3536,37","7,638","3437,1","99,27"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,34381,CONF EXTRA FRAISE 120XC20G ST MAMET,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,CONFITURE,ROUGE,12,"14,2295","170,754","9,677","116,124","54,63"
2023,4,S012301754,RHF,PRO A PRO,PRO A PRO,49186,PAT A TARTI SS HUIL PALM POTS 6X1KG STM,Marque St Mamet Gros Condition,ST MAMET,PETITS DEJEUNERS,PATE A TARTINER,PATE A TARTINER,8,"43,0007","344,0056","3,286","26,288","317,7176"
2023,4,S012301759,RHF,INDEPENDANTS,GRANDS COMPTES,46584,BERLINGO POM BIO 1x48x100 G STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,SNACKING,POMME,40,"12,0001","480,004","9,456","378,24","101,764"
2023,4,S012301761,GMS,SYS.U FRANCE,SYSTEME U S.,49915,PECHE POIRE ANANAS SSA 12x4/4 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,24,"38,2956","919,0944","1,948","46,752","872,3424"
2023,4,S012301761,GMS,SYS.U FRANCE,SYSTEME U S.,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,126,"15,9","2003,4","1,412","177,912","1825,488"
2023,4,S012301761,GMS,SYS.U FRANCE,SYSTEME U S.,49064,GRAND ANANAS MX JUS 12X3/4OF ST.MAM.G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,99,"18,762","1857,438","1,229","121,671","1735,767"
2023,4,S012301761,GMS,SYS.U FRANCE,SYSTEME U S.,49076,GRAND ANANAS TR JUS 12X3/4OF ST.MA G1,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,ANANAS,99,"18,762","1857,438","1,219","120,681","1736,757"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,38821,PUREE POM-PRUNEAU SSA 120XFS ST.MAMET,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME PRUNEAU,90,"30,4999","2744,991","17,766","1598,94","1146,051"
2023,4,S012301775,EXPORT,LUXEMBOURG,LA PROVENCALE,48174,PUREE DE POMME FRANCE 1X120XCC STM FR.FL,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME,20,"20,9",418,"21,435","428,7","-10,7"
2023,4,S012301777,GMS,SYS.U FRANCE,SYSTEME U S.,30254,MANGUES 12X1/2OF  ST.MAMET,Marque St Mamet Exotique,ST MAMET,FEM MONOFRUITS,EXOTIQUE,MANGUE,12,"15,4495","185,394","1,035","12,42","172,974"
2023,4,S012301777,GMS,SYS.U FRANCE,SYSTEME U S.,51981,SALADE 4F DPNG B14-17 SAC 12X4/4  STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,MACEDOINE ,6,"36,4356","218,6136","2,459","14,754","203,8596"
2023,4,S012301777,GMS,SYS.U FRANCE,SYSTEME U S.,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,9,"15,9","143,1","1,497","13,473","129,627"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,40277,PUREE PO/POI BIO 1X120XCC FR-BIO-01 STM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME POIRE,50,"38,14",1907,"28,466","1423,3","483,7"
2023,4,S012301740,GMS,GALEC,GALEC PFE,46760,POM TR FR B14-17° 100% SACC 12x4/4 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POMME,6,"23,5008","141,0048","1,826","10,956","130,0488"
2023,4,S012301740,GMS,GALEC,GALEC PFE,49916,PECHE POIRE ANANAS SSA 12x1/2 STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,SSA PLAISIR DE FRUITS,24,"14,7559","354,1416","1,002","24,048","330,0936"
2023,4,S012301740,GMS,GALEC,GALEC PFE,46343,PUR POMME FR12XFS*4  C'EST QUI LE PATRON,St Mamet – Produits spécifique,CQLP,COMPOTES,POTS PLASTIQUE,POMME,45,"6,612","297,54","0,477","21,465","276,075"
2023,4,S012301740,GMS,GALEC,GALEC PFE,47793,COCKTAIL SSA  6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,99,"11,4337","1131,9363","1,497","148,203","983,7333"
2023,4,S012301740,GMS,GALEC,GALEC PFE,43721,MA PECHE DOUCEUR 6X4XC113G ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,MELANGE DE FRUITS,45,"11,4337","514,5165","1,412","63,54","450,9765"
2023,4,S012301740,GMS,GALEC,GALEC PFE,48435,RECOLT DU VERGER SL SACCH ARO 8X3X1/4 SM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,VARIETE,RECOLTE DU VERGER,24,"16,3231","391,7544","1,763","42,312","349,4424"
2023,4,S012301740,GMS,GALEC,GALEC PFE,42985,ABRICOT SL 12X4/4OF   ST.MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,ABRICOT,72,"23,9997","1727,9784","1,627","117,144","1610,8344"
2023,4,S012301740,GMS,GALEC,GALEC PFE,47814,COCKT 4F SL SACCH ARO G1 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,72,"25,5364","1838,6208","1,811","130,392","1708,2288"
2023,4,S012301738,RHF,PRO A PRO,PRO A PRO,40516,PUREE PO/BAN BIO 1X120XCC FR-BIO-01 SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,COUPELLE ALU,POMME BANANE,50,"39,4132","1970,66","30,789","1539,45","431,21"
2023,4,S012301740,GMS,GALEC,GALEC PFE,50560,POIRE SL SACCH  12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,72,"24,2479","1745,8488","1,608","115,776","1630,0728"
2023,4,S012301740,GMS,GALEC,GALEC PFE,50559,PECHE SL SACCH 12X4/4 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,72,"20,7734","1495,6848","1,662","119,664","1376,0208"
2023,4,S012301740,GMS,GALEC,GALEC PFE,48443,FRAMBOISE SIR SACCH 12X1/2 ST MAMET,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,ROUGES,FRAMBOISE,24,"19,0026","456,0624","1,233","29,592","426,4704"
2023,4,S012301740,GMS,GALEC,GALEC PFE,47816,COCKT 4F SL SACCH ARO G1 12X1/2 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,36,"15,7902","568,4472","0,942","33,912","534,5352"
2023,4,S012301740,GMS,GALEC,GALEC PFE,50554,POIRE SL SACCH  12X1/2 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,48,"14,3417","688,4016","0,819","39,312","649,0896"
2023,4,S012301740,GMS,GALEC,GALEC PFE,52158,PECHE SL SAC 12X1/2  STMA DPNG MED,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,PECHES,36,"11,046","397,656","0,732","26,352","371,304"
2023,4,S012301741,GMS,GALEC,GALEC PFE,52040,RECOLTE VERGER SSA 6X4XC113G STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,RECOLTE DU VERGER,59,"10,9472","645,8848","1,412","83,308","562,5768"
2023,4,S012301741,GMS,GALEC,GALEC PFE,52040,RECOLTE VERGER SSA 6X4XC113G STMA,Marque St Mamet Fruits au siro,ST MAMET,FEM PRÊTS A CONSOMMER,CUPS,RECOLTE DU VERGER,18,"10,9472","197,0496","1,412","25,416","171,6336"
2023,4,S012301739,RHF,PRO A PRO,PRO A PRO,47924,PUREE POMME FRANCE SSA 120XFS SM,Marque St Mamet Gros Condition,ST MAMET,COMPOTES,POTS PLASTIQUE,POMME,270,"24,745","6681,15","16,865","4553,55","2127,6"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,33286,CONF.ASSO 120XQ30 SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,PETITS DEJEUNERS,CONFITURE,ASSORTI,150,"5,78",867,"6,959","1043,85","-176,85"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,37159,CONF.ABRI 120XQ30G  SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,PETITS DEJEUNERS,CONFITURE,JAUNE,15,"5,78","86,7","6,907","103,605","-16,905"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,37163,CONF.FRAISE 120XQ30G SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,PETITS DEJEUNERS,CONFITURE,ROUGE,30,"6,1",183,"7,306","219,18","-36,18"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,37167,GEL.FRAMB. 120XQ30G  SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,PETITS DEJEUNERS,CONFITURE,ROUGE,15,"6,517","97,755","8,033","120,495","-22,74"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,37154,GEL.GROSEI 120XQ30G SAVEUR RESTO,Autres Marques propres,ST MAMET,PETITS DEJEUNERS,CONFITURE,ROUGE,15,"5,684","85,26","6,247","93,705","-8,44499999999999"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,37177,POIRE  DEMIE 3X5/1 SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,FEM MONOFRUITS,VERGER,POIRE,55,"19,65","1080,75","7,587","417,285","663,465"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,45449,POIRE ENT SIR 3X5/1 SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,FEM MONOFRUITS,VERGER,POIRE,11,"20,7","227,7","6,21","68,31","159,39"
2023,4,S012301753,RHF,POMONA,EPISAVEURS,51354,COCK 4FR 3X5/1 St.MAMET SAVEUR RESTO,Autres Marques propres,SAVEUR RESTO,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,110,"22,5",2475,"8,316","914,76","1560,24"
2023,4,S012301742,GMS,GALEC,GALEC PFE,47816,COCKT 4F SL SACCH ARO G1 12X1/2 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,144,"15,7902","2273,7888","0,942","135,648","2138,1408"
2023,4,S012301777,GMS,SYS.U FRANCE,SYSTEME U S.,50556,POIRE SL SACCH G4 12X1/2 ST MAMET HVE,Marque St Mamet Fruits au siro,ST MAMET,FEM MONOFRUITS,VERGER,POIRE,12,"19,788","237,456","0,819","9,828","227,628"
2023,4,S012301777,GMS,SYS.U FRANCE,SYSTEME U S.,47814,COCKT 4F SL SACCH ARO G1 12X4/4 OF STM,Marque St Mamet Fruits au siro,ST MAMET,FEM SALADES DE FRUITS,COCKTAIL,COCKTAIL,72,"34,0704","2453,0688","1,811","130,392","2322,6768"
